trade_date,active_return,lowvol_return,market_return,state,state_name
2022-03-08,0.0246849524706964,0.0045849524706965,-0.0200999999999999,1,Bull
2022-03-09,0.0012819661180903,-0.0079180338819096,-0.0092,1,Bull
2022-03-10,-0.023704062898945,-0.008004062898945,0.0157,1,Bull
2022-03-11,0.0049895664556299,0.0081895664556299,0.0032,1,Bull
2022-03-14,0.0410397723744106,0.0104397723744106,-0.0306,1,Bull
2022-03-15,0.0388795960814669,-0.0068204039185331,-0.0457,1,Bull
2022-03-16,-0.0474900847209596,-0.0042900847209596,0.0432,1,Bull
2022-03-17,-0.0344485323450221,-0.0148485323450221,0.0196,1,Bull
2022-03-18,0.0060825305126827,0.0127825305126827,0.0067,1,Bull
2022-03-21,-0.005723674728159,-0.007423674728159,-0.0017,1,Bull
2022-03-22,0.0157343905371283,0.0149343905371283,-0.0008,1,Bull
2022-03-23,-0.0100368774819389,-0.0050368774819389,0.005,1,Bull
2022-03-24,0.0118703210943228,0.0059703210943228,-0.0059,1,Bull
2022-03-25,0.0351375857382998,0.0171375857382998,-0.018,1,Bull
2022-03-28,0.0201165837402331,0.0138165837402331,-0.0063,1,Bull
2022-03-29,0.0066342433511812,0.0031342433511813,-0.0034999999999999,1,Bull
2022-03-30,-0.0347736190952653,-0.0057736190952653,0.0289999999999999,1,Bull
2022-03-31,0.0264922186307145,0.0190922186307145,-0.0074,1,Bull
2022-04-01,-0.0022209600429036,0.0104790399570963,0.0127,1,Bull
2022-04-06,0.0203390632033528,0.0174390632033528,-0.0029,1,Bull
2022-04-07,0.0158820916501877,0.0030820916501877,-0.0128,1,Bull
2022-04-08,0.0081045303134929,0.0132045303134929,0.0051,1,Bull
2022-04-11,0.0521001621404828,0.0212001621404828,-0.0308999999999999,1,Bull
2022-04-12,-0.0131841046087742,0.0063158953912258,0.0195,1,Bull
2022-04-13,0.0226070822295348,0.0130070822295348,-0.0096,1,Bull
2022-04-14,-0.0138173052647814,-0.0013173052647814,0.0125,1,Bull
2022-04-15,0.0054050042395833,0.0047050042395833,-0.0007,1,Bull
2022-04-18,-0.0054577288897432,-0.0107577288897433,-0.0053,1,Bull
2022-04-19,0.0108202848072604,0.0032202848072604,-0.0076,1,Bull
2022-04-20,0.0243411956124279,0.0088411956124279,-0.0155,1,Bull
2022-04-21,0.0297960245236542,0.0113960245236543,-0.0184,1,Bull
2022-04-22,0.0138118324574962,0.0182118324574962,0.0044,1,Bull
2022-04-25,0.0701541138529031,0.0207541138529031,-0.0494,1,Bull
2022-04-26,0.0124433535789703,0.0043433535789703,-0.0081,1,Bull
2022-04-27,-0.0616831366786752,-0.0322831366786753,0.0294,1,Bull
2022-04-28,0.0045480907515293,0.0111480907515293,0.0066,1,Bull
2022-04-29,-0.0361218552834636,-0.0118218552834636,0.0243,1,Bull
