gamma,kappa,window,state_number,Sharpe,Return,Volatility,Turnover,MDD,StateSwitch,AnnualReturn,AnnualVolatility,IR,AverageHoldingTime,BullDuration,BearDuration,StateSwitchTimes,anchor_date,train_start,train_end,validation_start,validation_end
6.0,1.6,3.49,2,1.6910924020415554,0.027602387051370192,0.016322222853137693,0.00043781560690373444,-0.01087134663191125,1.0,0.027602387051370192,0.016322222853137693,0.10560408574458273,108.5,144.0,73.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,1.6,3.49,2,1.6910924020415554,0.027602387051370192,0.016322222853137693,0.00043781560690373444,-0.01087134663191125,1.0,0.027602387051370192,0.016322222853137693,0.10560408574458273,108.5,144.0,73.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,1.6,3.49,2,1.6910924020415554,0.027602387051370192,0.016322222853137693,0.00043781560690373444,-0.01087134663191125,1.0,0.027602387051370192,0.016322222853137693,0.10560408574458273,108.5,144.0,73.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,3.2,3.49,2,1.6845741839115993,0.03947802638134079,0.023435018035045743,0.0005983941905960707,-0.0164934245402808,1.0,0.03947802638134079,0.023435018035045743,0.10482132515351875,108.5,143.0,74.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,3.6,3.49,2,1.680990249737576,0.03946917589878307,0.023479717330272865,0.0005988168692443534,-0.016542049153188132,1.0,0.03946917589878307,0.023479717330272865,0.10460172234965066,108.5,143.0,74.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
4.0,2.8,3.49,2,1.6770726046271114,0.035595050124930694,0.02122451349257182,0.0016335940858992226,-0.01469007498182806,3.0,0.035595050124930694,0.02122451349257182,0.10448312249214314,54.25,67.5,41.0,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,3.2,3.49,2,1.6431824878758794,0.03879936056328237,0.023612325989085848,0.0017951825717882122,-0.016493424540280466,3.0,0.03879936056328237,0.023612325989085848,0.1023026944114383,54.25,67.5,41.0,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
10.0,3.6,3.49,2,1.6395181140364277,0.038789973693492685,0.023659374886681385,0.00179645060773306,-0.016542049153188243,3.0,0.038789973693492685,0.023659374886681385,0.10207813730495721,54.25,67.5,41.0,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
8.0,3.6,3.49,2,1.6395181140364277,0.038789973693492685,0.023659374886681385,0.00179645060773306,-0.016542049153188243,3.0,0.038789973693492685,0.023659374886681385,0.10207813730495721,54.25,67.5,41.0,3.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
20.0,2.0,3.49,2,1.6348970093720454,0.03004377498794475,0.018376555107580992,0.00048421055231926167,-0.012539223890026374,1.0,0.03004377498794475,0.018376555107580992,0.10205575554260334,108.5,144.0,73.0,1.0,2024-06-02,2020-01-01,2023-06-30,2023-07-01,2024-06-01
