trade_date,size_return,long_return,short_return,long_count,short_count,holdings_count,signal_date
2021-01-14,0.018276585725875354,0.008727669530912589,-0.009548916194962766,827,827,1654,2021-01-13
2021-01-15,0.030613642964217376,0.02799047764117227,-0.002623165323045104,827,827,1654,2021-01-14
2021-01-18,0.003583880084185479,0.018260234803180654,0.014676354718995175,827,827,1654,2021-01-15
2021-01-19,0.023465871722124495,0.014423569016558677,-0.009042302705565818,827,827,1654,2021-01-18
2021-01-20,-0.008984264520406578,0.0014890181500766795,0.010473282670483258,828,828,1656,2021-01-19
2021-01-21,-0.008916682027021724,0.004527137113251677,0.013443819140273401,828,828,1656,2021-01-20
2021-01-22,-0.012274782242322809,-0.011992144069701564,0.0002826381726212449,829,829,1658,2021-01-21
2021-01-25,-0.02451922191563087,-0.02396518631087972,0.000554035604751151,829,829,1658,2021-01-22
2021-01-26,0.014218623899027455,-0.0018707792920808364,-0.01608940319110829,830,830,1660,2021-01-25
2021-01-27,-8.140306317102057e-05,0.001822709021074757,0.0019041120842457776,830,830,1660,2021-01-26
2021-01-28,0.02305215242283958,-0.0011786805709925708,-0.02423083299383215,830,830,1660,2021-01-27
2021-01-29,-0.008375610630776303,-0.01761304856472774,-0.009237437933951436,831,831,1662,2021-01-28
2021-02-01,-0.015365574795276615,-0.0060803471277850315,0.009285227667491583,831,831,1662,2021-01-29
2021-02-02,-0.014605357189323893,-0.0030967153617447655,0.011508641827579127,832,832,1664,2021-02-01
2021-02-03,-0.006357119375399749,-0.01665571110490918,-0.01029859172950943,832,832,1664,2021-02-02
2021-02-04,-0.006988190757569228,-0.0206333537802081,-0.013645163022638872,832,832,1664,2021-02-03
2021-02-05,0.005621051017914375,-0.006181860360183646,-0.011802911378098021,832,832,1664,2021-02-04
2021-02-08,-0.0180762613988778,-0.0059717882082287975,0.012104473190649001,832,832,1664,2021-02-05
2021-02-09,-0.010372674358187133,0.014012082230199301,0.024384756588386434,833,833,1666,2021-02-08
2021-02-10,-0.0026105274709484812,0.007814291153870102,0.010424818624818583,834,834,1668,2021-02-09
2021-02-18,0.024670552790079025,0.03388760042349544,0.009217047633416412,835,835,1670,2021-02-10
2021-02-19,0.027062943154557872,0.035981998095331875,0.008919054940774005,835,835,1670,2021-02-18
2021-02-22,0.02867765788469953,0.018875835757156,-0.009801822127543528,835,835,1670,2021-02-19
2021-02-23,-0.0013934234110742879,-0.0058020688091576095,-0.004408645398083322,835,835,1670,2021-02-22
2021-02-24,0.02673858951271174,0.01095238478829266,-0.015786204724419082,835,835,1670,2021-02-23
2021-02-25,-0.006810686600361614,-0.007566148335202817,-0.000755461734841202,836,836,1672,2021-02-24
2021-02-26,0.029728121181509245,0.00947308765849892,-0.020255033523010325,836,836,1672,2021-02-25
2021-03-01,0.001290916686066422,0.0204296002871613,0.01913868360109488,837,837,1674,2021-02-26
2021-03-02,1.6937272942358673e-05,-0.00606070041409369,-0.006077637687036049,837,837,1674,2021-03-01
2021-03-03,-0.002656309552596747,0.011450948261331067,0.014107257813927814,837,837,1674,2021-03-02
2021-03-04,0.0261616914962797,0.0026190622248052336,-0.023542629271474467,838,838,1676,2021-03-03
2021-03-05,0.018696701690336756,0.017264808920132282,-0.0014318927702044752,838,838,1676,2021-03-04
2021-03-08,0.021622321849719586,-0.004965265436567561,-0.026587587286287146,838,838,1676,2021-03-05
2021-03-09,0.003740699353453409,-0.022121671614926335,-0.025862370968379744,838,838,1676,2021-03-08
2021-03-10,-0.01603009154151809,-0.0178035503125401,-0.0017734587710220079,839,839,1678,2021-03-09
2021-03-11,-0.006323153757230741,0.01717737486311824,0.02350052862034898,839,839,1678,2021-03-10
2021-03-12,-0.0016524844894490046,0.001784113881866448,0.0034365983713154527,839,839,1678,2021-03-11
