trade_date,active_return,growth_return,market_return,active_return_20d,state,state_name
2023-08-25,0.0049075077677661,0.0011075077677661,-0.0038,0.0809425823930916,1,Bull
2023-08-28,-0.0145715723905245,-0.0028715723905245,0.0116999999999999,0.0737091071698599,1,Bull
2023-08-29,-0.0109185116062274,-0.0009185116062274,0.01,0.05908648172431996,1,Bull
2023-08-30,-0.003487618330019,-0.0038876183300191,-0.0004,0.049554244531431424,1,Bull
2023-08-31,0.0050165049397702,-0.0010834950602298,-0.0060999999999999,0.06193011910984203,1,Bull
2023-09-01,-0.0086197661306937,-0.0016197661306938,0.0069999999999999,0.05575643002696151,1,Bull
2023-09-04,-0.0206717779016078,-0.0054717779016078,0.0152,0.025821027028564147,1,Bull
2023-09-05,0.006470723047729,-0.000929276952271,-0.0074,0.02927408288317901,1,Bull
2023-09-06,-0.0026475003209084,-0.0048475003209084,-0.0022,0.02308690126971813,1,Bull
2023-09-07,0.0153481580858116,0.0013481580858117,-0.0139999999999999,0.04081492986068502,1,Bull
2023-09-08,0.0036589527380293,-0.0012410472619707,-0.0049,0.020393383964253164,1,Bull
2023-09-11,-0.00456236641961,0.00283763358039,0.0074,0.005915662043648684,1,Bull
2023-09-12,0.0008610508757702,-0.0009389491242298,-0.0018,0.0037120395826064634,1,Bull
2023-09-13,0.0055074028710292,-0.0008925971289708,-0.0064,0.003884987903403303,1,Bull
2023-09-14,0.0008434565242491,4.345652424910234e-05,-0.0008,0.007879979668364845,1,Bull
2023-09-15,0.0050952067872918,-0.0015047932127082,-0.0066,0.001918887099131572,1,Bull
2023-09-18,-0.0062021349512757,-0.0011021349512757,0.0051,-0.016461440807596373,0,Bear
2023-09-19,0.0028031069365445,0.0009031069365445,-0.0019,-0.008759212691866192,0,Bear
2023-09-20,0.0042127295693207,0.0002127295693207,-0.004,-0.019487795854174483,0,Bear
2023-09-21,0.0070301643949299,-0.0019698356050701,-0.009,-0.010565498441926002,0,Bear
2023-09-22,-0.0164095198626993,0.0016904801373007,0.0181,-0.031554298351582855,0,Bear
2023-09-25,0.0085369611064853,0.0020369611064853,-0.0065,-0.00884401386053435,0,Bear
