trade_date,active_return,momentum_return,market_return,state,state_name
2022-05-06,0.0152013269258999,-0.0100986730741001,-0.0253,0,Bear
2022-05-09,0.0237494508935607,0.0157494508935607,-0.008,1,Bull
2022-05-10,0.0094567550864021,0.0203567550864021,0.0109,1,Bull
2022-05-11,-0.0069404482802344,0.0074595517197656,0.0144,1,Bull
2022-05-12,0.007888674847443,0.003488674847443,-0.0044,1,Bull
2022-05-13,0.0006807445626507,0.0081807445626508,0.0075,1,Bull
2022-05-16,0.0136064251963097,0.0056064251963097,-0.008,1,Bull
2022-05-17,-0.0089073777389178,0.0035926222610822,0.0125,1,Bull
2022-05-18,0.0091733350350714,0.0056733350350715,-0.0034999999999999,1,Bull
2022-05-19,0.0099886472279037,0.0118886472279037,0.0019,1,Bull
2022-05-20,-0.0079888211909606,0.0115111788090394,0.0195,1,Bull
2022-05-23,0.0224865888781458,0.0166865888781459,-0.0058,1,Bull
2022-05-24,-0.0204505571060005,-0.0438505571060005,-0.0233999999999999,1,Bull
2022-05-25,0.011084746365458,0.017184746365458,0.0060999999999999,1,Bull
2022-05-26,-0.0012002180648159,0.0012997819351841,0.0025,1,Bull
2022-05-27,-0.0026528284443492,-0.0005528284443492,0.0021,1,Bull
2022-05-30,0.0001539102007615,0.0070539102007615,0.0069,1,Bull
2022-05-31,-0.0093691109921504,0.0061308890078496,0.0155,1,Bull
2022-06-01,0.0012407179618247,-0.0007592820381753,-0.002,1,Bull
2022-06-02,0.0009810101894251,0.0025810101894252,0.0016,1,Bull
2022-06-06,0.0011145234895405,0.0198145234895406,0.0187,1,Bull
2022-06-07,-0.0050475674319054,-0.0019475674319054,0.0031,0,Bear
2022-06-08,-0.0110213198145066,-0.0013213198145066,0.0097,0,Bear
2022-06-09,-0.0023617653529713,-0.0128617653529714,-0.0105,0,Bear
2022-06-10,0.0039898212414036,0.0191898212414036,0.0152,0,Bear
2022-06-13,0.016392465873183,0.0046924658731831,-0.0116999999999999,1,Bull
2022-06-14,-0.0064865698266236,0.0014134301733764,0.0079,1,Bull
2022-06-15,-0.02286213838283,-0.0096621383828301,0.0132,0,Bear
2022-06-16,0.0121426142263318,0.0055426142263318,-0.0066,0,Bear
2022-06-17,-0.0078739897270403,0.0060260102729597,0.0139,0,Bear
2022-06-20,0.001486286790228,0.0064862867902281,0.005,0,Bear
2022-06-21,-0.0085914629913458,-0.0096914629913458,-0.0011,0,Bear
2022-06-22,0.0037381847147993,-0.0089618152852006,-0.0127,0,Bear
2022-06-23,0.0006547870799038,0.0178547870799039,0.0172,0,Bear
2022-06-24,-0.0036497016515661,0.0080502983484338,0.0116999999999999,0,Bear
2022-06-27,-0.001207822957172,0.0100921770428279,0.0113,0,Bear
2022-06-28,0.000272572204923,0.0106725722049231,0.0104,0,Bear
2022-06-29,-0.0079665035682858,-0.0233665035682858,-0.0154,0,Bear
2022-06-30,-0.0045542088113302,0.0098457911886698,0.0144,0,Bear
2022-07-01,0.0071518108663429,0.003051810866343,-0.0040999999999999,0,Bear
2022-07-04,0.0039176960708583,0.0105176960708583,0.0066,0,Bear
2022-07-05,-0.0003300608903051,-0.0017300608903052,-0.0014,0,Bear
2022-07-06,-0.0003846285906506,-0.0149846285906507,-0.0146,0,Bear
2022-07-07,0.0078312027035733,0.0122312027035733,0.0044,1,Bull
2022-07-08,-0.0025766020971107,-0.0058766020971107,-0.0033,1,Bull
2022-07-11,0.0094909251530726,-0.0072090748469274,-0.0167,1,Bull
2022-07-12,-0.0011121224712972,-0.0105121224712972,-0.0093999999999999,1,Bull
2022-07-13,0.0142134629358682,0.0160134629358682,0.0018,1,Bull
2022-07-14,0.0074036411302775,0.0075036411302776,0.0001,1,Bull
2022-07-15,0.0027238728577858,-0.0142761271422142,-0.017,1,Bull
2022-07-18,0.0113858191535568,0.0217858191535568,0.0104,1,Bull
2022-07-19,0.0120626320984715,0.0066626320984715,-0.0054,1,Bull
2022-07-20,0.0066715213968064,0.0100715213968064,0.0034,1,Bull
2022-07-21,0.0022088617788018,-0.0088911382211982,-0.0111,1,Bull
2022-07-22,-0.0013516694048935,-0.0008516694048935,0.0005,1,Bull
2022-07-25,-0.0054349063415165,-0.0114349063415165,-0.006,1,Bull
2022-07-26,0.00818344462725,0.01608344462725,0.0079,1,Bull
2022-07-27,0.0127363898561454,0.0078363898561455,-0.0049,1,Bull
2022-07-28,0.0031896562384769,0.003389656238477,0.0002,1,Bull
2022-07-29,0.0095018646539052,-0.0036981353460948,-0.0132,1,Bull
2022-08-01,0.0003444666454977,0.0048444666454978,0.0045,1,Bull
2022-08-02,-0.0223343493373625,-0.0418343493373625,-0.0195,1,Bull
2022-08-03,-0.0024440043479063,-0.0122440043479064,-0.0098,1,Bull
2022-08-04,0.0031838127742831,0.0116838127742832,0.0085,1,Bull
2022-08-05,-0.0097068949679171,0.0037931050320829,0.0135,1,Bull
2022-08-08,0.0229637288088006,0.0208637288088006,-0.0021,1,Bull
2022-08-09,0.0048339194446699,0.0068339194446699,0.002,1,Bull
2022-08-10,0.0141043435652106,0.0029043435652106,-0.0112,1,Bull
2022-08-11,-0.0132881291140379,0.0071118708859621,0.0204,1,Bull
2022-08-12,-0.0026349598369745,-0.0032349598369745,-0.0006,1,Bull
2022-08-15,0.0144495122799293,0.0131495122799293,-0.0013,1,Bull
2022-08-16,0.0149292059623926,0.0130292059623926,-0.0019,1,Bull
2022-08-17,-0.0086189064463878,0.0007810935536121,0.0093999999999999,1,Bull
2022-08-18,0.0122162045535525,0.0035162045535525,-0.0087,1,Bull
2022-08-19,-0.007697899688551,-0.014597899688551,-0.0069,1,Bull
2022-08-22,0.0017021986755876,0.0090021986755877,0.0073,1,Bull
2022-08-23,0.0128355770463922,0.0079355770463922,-0.0049,1,Bull
2022-08-24,-0.0152048079355859,-0.0341048079355859,-0.0189,1,Bull
2022-08-25,-0.0136156328338905,-0.0053156328338905,0.0083,1,Bull
2022-08-26,-0.0019182409749683,-0.0040182409749684,-0.0021,1,Bull
2022-08-29,0.0140406895207095,0.0096406895207096,-0.0044,1,Bull
2022-08-30,-0.0082086690315527,-0.0116086690315527,-0.0034,1,Bull
2022-08-31,-0.0360484433656126,-0.0353484433656126,0.0007,0,Bear
2022-09-01,0.0064718161149923,-0.0021281838850077,-0.0086,0,Bear
2022-09-02,0.0203160512850794,0.0153160512850794,-0.005,1,Bull
