"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2020-12-31","5,211.29","5,122.48","5,215.62","5,122.48","171.60K","1.91%"
"2020-12-30","5,113.71","5,037.98","5,113.71","5,036.63","148.63K","1.40%"
"2020-12-29","5,042.94","5,071.45","5,077.42","5,034.31","141.20K","-0.42%"
"2020-12-28","5,064.41","5,042.94","5,089.34","5,037.86","136.91K","0.44%"
"2020-12-25","5,042.01","4,985.77","5,042.10","4,973.68","121.01K","0.84%"
"2020-12-24","5,000.02","5,006.00","5,033.04","4,979.24","114.42K","-0.14%"
"2020-12-23","5,007.12","4,977.30","5,028.45","4,968.15","140.29K","0.85%"
"2020-12-22","4,964.77","5,034.98","5,055.13","4,960.95","162.35K","-1.63%"
"2020-12-21","5,046.84","4,995.76","5,048.51","4,970.00","140.81K","0.94%"
"2020-12-18","4,999.97","5,014.32","5,027.44","4,979.00","128.05K","-0.35%"
"2020-12-17","5,017.48","4,960.73","5,021.62","4,950.37","133.39K","1.28%"
"2020-12-16","4,953.87","4,957.30","4,968.86","4,938.19","106.78K","0.18%"
"2020-12-15","4,945.10","4,931.60","4,954.19","4,904.79","118.34K","0.21%"
"2020-12-14","4,934.83","4,903.63","4,937.26","4,887.66","120.80K","0.92%"
"2020-12-11","4,889.63","4,957.82","4,957.82","4,849.35","159.36K","-1.03%"
"2020-12-10","4,940.52","4,931.29","4,962.74","4,919.77","125.91K","-0.04%"
"2020-12-9","4,942.70","5,022.38","5,033.64","4,942.52","138.92K","-1.34%"
"2020-12-8","5,009.88","5,029.11","5,043.06","4,998.92","123.07K","-0.25%"
"2020-12-7","5,022.23","5,065.73","5,067.87","5,014.61","139.90K","-0.86%"
"2020-12-4","5,065.92","5,049.52","5,072.39","5,017.85","144.35K","0.18%"
"2020-12-3","5,057.06","5,065.45","5,072.30","5,033.79","177.87K","-0.20%"
"2020-12-2","5,067.14","5,072.98","5,090.61","5,043.31","195.44K","0.00%"
"2020-12-1","5,067.10","4,963.13","5,072.55","4,963.13","204.07K","2.15%"
"2020-11-30","4,960.25","4,994.11","5,055.19","4,960.25","262.64K","-0.41%"
"2020-11-27","4,980.77","4,930.59","4,980.77","4,917.35","162.95K","1.24%"
"2020-11-26","4,919.59","4,908.32","4,925.29","4,867.82","137.20K","0.18%"
"2020-11-25","4,910.70","4,992.75","5,004.77","4,910.70","170.34K","-1.28%"
"2020-11-24","4,974.29","4,997.05","5,001.06","4,960.98","156.64K","-0.61%"
"2020-11-23","5,005.03","4,954.60","5,029.65","4,940.45","205.92K","1.25%"
"2020-11-20","4,943.29","4,928.22","4,947.43","4,922.59","129.40K","0.31%"
"2020-11-19","4,927.99","4,880.92","4,939.79","4,870.20","133.68K","0.74%"
"2020-11-18","4,891.67","4,889.67","4,911.09","4,870.72","164.22K","-0.06%"
"2020-11-17","4,894.79","4,903.12","4,909.29","4,865.39","151.49K","-0.19%"
"2020-11-16","4,904.17","4,880.96","4,904.17","4,848.62","148.77K","0.97%"
"2020-11-13","4,856.85","4,886.98","4,886.98","4,825.76","133.69K","-1.05%"
"2020-11-12","4,908.46","4,916.77","4,926.34","4,891.51","118.12K","0.07%"
"2020-11-11","4,904.90","4,937.76","4,957.58","4,901.71","164.47K","-0.99%"
"2020-11-10","4,953.88","4,995.41","4,995.41","4,928.93","176.27K","-0.55%"
"2020-11-9","4,981.35","4,918.86","4,997.80","4,918.86","197.13K","1.96%"
"2020-11-6","4,885.72","4,897.63","4,897.63","4,845.43","153.64K","0.01%"
"2020-11-5","4,885.11","4,861.34","4,885.11","4,838.00","139.25K","1.48%"
"2020-11-4","4,813.66","4,781.45","4,825.46","4,770.56","114.66K","0.76%"
"2020-11-3","4,777.56","4,743.17","4,793.40","4,734.17","136.06K","1.20%"
"2020-11-2","4,720.83","4,702.75","4,738.02","4,695.44","142.87K","0.54%"
"2020-10-30","4,695.33","4,776.47","4,778.51","4,683.47","139.80K","-1.63%"
"2020-10-29","4,772.92","4,683.61","4,803.03","4,679.25","117.12K","0.75%"
"2020-10-28","4,737.27","4,703.00","4,753.31","4,685.60","108.46K","0.81%"
"2020-10-27","4,699.28","4,680.14","4,708.46","4,671.85","92.66K","0.17%"
"2020-10-26","4,691.24","4,684.05","4,713.39","4,639.30","108.34K","-0.58%"
"2020-10-23","4,718.49","4,775.47","4,802.46","4,717.10","106.83K","-1.25%"
"2020-10-22","4,777.98","4,780.60","4,791.81","4,725.50","101.35K","-0.31%"
"2020-10-21","4,792.83","4,801.63","4,801.63","4,758.85","103.81K","-0.01%"
"2020-10-20","4,793.47","4,751.37","4,793.47","4,739.46","98.05K","0.80%"
"2020-10-19","4,755.49","4,823.49","4,849.60","4,747.34","129.25K","-0.76%"
"2020-10-16","4,791.68","4,798.92","4,825.55","4,765.97","116.72K","-0.15%"
"2020-10-15","4,798.74","4,810.78","4,833.89","4,796.26","109.97K","-0.17%"
"2020-10-14","4,807.10","4,830.46","4,830.46","4,795.91","111.91K","-0.66%"
"2020-10-13","4,839.20","4,812.90","4,845.92","4,795.37","116.52K","0.33%"
"2020-10-12","4,823.16","4,705.19","4,823.27","4,704.16","155.79K","3.03%"
"2020-10-9","4,681.14","4,663.61","4,695.40","4,655.08","111.34K","2.04%"
"2020-9-30","4,587.40","4,607.58","4,634.72","4,563.41","89.08K","-0.10%"
"2020-9-29","4,591.80","4,608.29","4,616.68","4,586.35","85.99K","0.22%"
"2020-9-28","4,581.91","4,582.65","4,613.63","4,571.15","85.05K","0.26%"
"2020-9-25","4,570.02","4,582.48","4,599.54","4,554.72","93.02K","0.15%"
"2020-9-24","4,563.07","4,623.95","4,631.95","4,562.21","112.59K","-1.92%"
"2020-9-23","4,652.33","4,639.66","4,665.96","4,623.55","95.83K","0.36%"
"2020-9-22","4,635.76","4,654.22","4,706.21","4,622.11","119.67K","-1.19%"
"2020-9-21","4,691.43","4,750.75","4,752.98","4,688.72","124.54K","-0.96%"
"2020-9-18","4,737.09","4,636.64","4,737.80","4,631.70","160.43K","2.25%"
"2020-9-17","4,632.71","4,642.05","4,664.95","4,601.64","105.98K","-0.53%"
"2020-9-16","4,657.36","4,683.01","4,690.68","4,638.46","108.75K","-0.66%"
"2020-9-15","4,688.48","4,649.45","4,691.50","4,630.54","101.92K","0.80%"
"2020-9-14","4,651.05","4,652.05","4,666.99","4,625.99","107.24K","0.51%"
"2020-9-11","4,627.28","4,572.26","4,630.88","4,563.11","115.30K","0.99%"
"2020-9-10","4,581.98","4,632.10","4,647.75","4,572.21","150.65K","-0.06%"
"2020-9-9","4,584.59","4,634.25","4,645.20","4,558.03","162.28K","-2.34%"
"2020-9-8","4,694.39","4,683.83","4,707.90","4,639.05","139.20K","0.54%"
"2020-9-7","4,669.37","4,759.52","4,789.30","4,655.56","148.61K","-2.11%"
"2020-9-4","4,770.22","4,737.24","4,778.20","4,726.56","120.03K","-0.97%"
"2020-9-3","4,817.10","4,841.50","4,877.01","4,800.06","145.67K","-0.55%"
"2020-9-2","4,843.89","4,859.08","4,863.55","4,797.52","157.99K","0.04%"
"2020-9-1","4,842.12","4,803.39","4,842.13","4,791.78","138.40K","0.54%"
"2020-8-31","4,816.22","4,870.93","4,901.21","4,816.21","202.57K","-0.58%"
"2020-8-28","4,844.27","4,727.29","4,850.49","4,719.35","159.40K","2.39%"
"2020-8-27","4,731.35","4,718.06","4,731.94","4,679.36","119.04K","0.54%"
"2020-8-26","4,706.13","4,761.72","4,786.42","4,689.88","151.31K","-1.17%"
"2020-8-25","4,761.95","4,769.21","4,802.41","4,746.31","141.70K","0.13%"
"2020-8-24","4,755.85","4,746.40","4,769.47","4,716.61","151.14K","0.78%"
"2020-8-21","4,718.84","4,717.79","4,739.48","4,684.81","142.66K","0.85%"
"2020-8-20","4,679.15","4,708.13","4,721.44","4,662.80","158.37K","-1.30%"
"2020-8-19","4,740.68","4,804.67","4,809.05","4,738.01","192.44K","-1.50%"
"2020-8-18","4,812.76","4,816.57","4,825.39","4,788.83","189.14K","-0.05%"
"2020-8-17","4,815.23","4,727.12","4,838.09","4,721.36","268.00K","2.35%"
"2020-8-14","4,704.63","4,627.61","4,708.07","4,617.63","147.29K","1.49%"
"2020-8-13","4,635.71","4,666.49","4,671.77","4,626.10","152.55K","-0.26%"
"2020-8-12","4,647.64","4,668.89","4,681.62","4,566.27","202.89K","-0.73%"
"2020-8-11","4,681.78","4,730.38","4,791.53","4,674.86","205.55K","-0.91%"
"2020-8-10","4,724.87","4,681.76","4,757.66","4,646.29","203.79K","0.36%"
"2020-8-7","4,707.93","4,742.29","4,749.02","4,637.84","213.52K","-1.15%"
"2020-8-6","4,762.76","4,779.24","4,791.86","4,691.16","227.85K","-0.30%"
"2020-8-5","4,777.11","4,761.76","4,786.70","4,711.27","196.70K","0.03%"
"2020-8-4","4,775.80","4,778.49","4,807.08","4,747.77","239.98K","0.09%"
"2020-8-3","4,771.31","4,735.90","4,771.37","4,720.02","214.78K","1.62%"
"2020-7-31","4,695.05","4,652.18","4,741.81","4,621.96","184.84K","0.84%"
"2020-7-30","4,656.15","4,689.76","4,704.63","4,649.77","166.97K","-0.49%"
"2020-7-29","4,679.01","4,559.16","4,680.56","4,548.85","186.70K","2.42%"
"2020-7-28","4,568.26","4,567.67","4,590.25","4,537.69","162.77K","0.88%"
"2020-7-27","4,528.45","4,535.01","4,558.12","4,482.44","171.42K","0.51%"
"2020-7-24","4,505.59","4,679.03","4,691.70","4,479.39","243.91K","-4.39%"
"2020-7-23","4,712.44","4,668.74","4,731.40","4,607.66","234.32K","-0.04%"
"2020-7-22","4,714.45","4,682.66","4,790.45","4,675.35","224.20K","0.50%"
"2020-7-21","4,691.04","4,697.50","4,714.29","4,661.44","200.42K","0.23%"
"2020-7-20","4,680.30","4,597.20","4,681.94","4,534.23","246.07K","2.98%"
"2020-7-17","4,544.70","4,524.77","4,601.37","4,485.82","207.38K","0.63%"
"2020-7-16","4,516.25","4,741.53","4,772.56","4,513.65","284.66K","-4.81%"
"2020-7-15","4,744.47","4,821.52","4,837.48","4,723.36","272.39K","-1.29%"
"2020-7-14","4,806.69","4,836.17","4,860.44","4,729.93","297.24K","-0.95%"
"2020-7-13","4,852.96","4,742.37","4,878.08","4,741.87","321.65K","2.10%"
"2020-7-10","4,753.13","4,796.09","4,821.37","4,734.47","316.95K","-1.81%"
"2020-7-9","4,840.77","4,770.08","4,854.12","4,757.29","351.05K","1.40%"
"2020-7-8","4,774.00","4,692.86","4,803.36","4,670.65","348.08K","1.62%"
"2020-7-7","4,698.13","4,739.61","4,796.32","4,688.06","406.01K","0.60%"
"2020-7-6","4,670.09","4,465.81","4,678.11","4,465.81","405.82K","5.67%"
"2020-7-3","4,419.60","4,353.19","4,419.60","4,348.45","290.49K","1.93%"
"2020-7-2","4,335.84","4,239.41","4,340.10","4,238.12","252.94K","2.07%"
"2020-7-1","4,247.78","4,172.64","4,247.78","4,163.50","169.99K","2.01%"
"2020-6-30","4,163.96","4,130.00","4,174.42","4,129.78","125.93K","1.32%"
"2020-6-29","4,109.72","4,127.93","4,137.37","4,092.54","130.87K","-0.71%"
"2020-6-24","4,138.99","4,128.10","4,144.68","4,123.36","121.71K","0.42%"
"2020-6-23","4,121.79","4,098.04","4,124.73","4,080.75","129.23K","0.48%"
"2020-6-22","4,102.05","4,097.51","4,126.94","4,088.78","155.83K","0.08%"
"2020-6-19","4,098.71","4,047.05","4,109.36","4,043.49","152.95K","1.34%"
"2020-6-18","4,044.38","4,009.78","4,047.56","4,000.90","138.15K","0.67%"
"2020-6-17","4,017.59","4,018.61","4,018.61","3,992.13","105.61K","0.08%"
"2020-6-16","4,014.57","3,995.58","4,014.57","3,987.86","111.05K","1.51%"
"2020-6-15","3,954.99","3,982.97","4,007.14","3,954.99","131.30K","-1.20%"
"2020-6-12","4,003.08","3,931.62","4,011.06","3,927.25","134.17K","0.18%"
"2020-6-11","3,995.88","4,031.74","4,043.01","3,979.75","127.31K","-1.08%"
"2020-6-10","4,039.71","4,046.23","4,046.23","4,024.42","112.27K","-0.18%"
"2020-6-9","4,047.03","4,027.56","4,052.16","4,016.34","115.30K","0.62%"
"2020-6-8","4,021.95","4,023.61","4,050.22","4,016.10","137.93K","0.52%"
"2020-6-5","4,001.25","3,988.22","4,001.25","3,967.93","102.44K","0.48%"
"2020-6-4","3,982.19","3,998.16","3,999.81","3,968.57","104.28K","-0.04%"
"2020-6-3","3,983.65","4,001.17","4,018.68","3,982.93","136.60K","0.00%"
"2020-6-2","3,983.57","3,969.95","3,991.78","3,958.98","144.30K","0.31%"
"2020-6-1","3,971.34","3,901.73","3,976.32","3,901.73","136.46K","2.70%"
"2020-5-29","3,867.02","3,838.38","3,872.30","3,830.42","93.81K","0.27%"
"2020-5-28","3,856.63","3,848.49","3,885.42","3,818.43","93.06K","0.29%"
"2020-5-27","3,845.61","3,873.70","3,873.70","3,838.42","83.71K","-0.70%"
"2020-5-26","3,872.77","3,850.00","3,874.75","3,844.48","77.45K","1.13%"
"2020-5-25","3,829.32","3,828.32","3,835.63","3,800.18","79.03K","0.14%"
"2020-5-22","3,824.06","3,907.58","3,907.58","3,818.15","103.38K","-2.29%"
"2020-5-21","3,913.79","3,950.60","3,951.74","3,907.58","94.86K","-0.54%"
"2020-5-20","3,935.22","3,955.71","3,955.71","3,923.92","100.79K","-0.53%"
"2020-5-19","3,956.25","3,963.78","3,966.85","3,944.07","94.02K","0.85%"
"2020-5-18","3,922.91","3,914.66","3,946.43","3,898.40","112.80K","0.26%"
"2020-5-15","3,912.82","3,941.13","3,945.20","3,907.40","92.62K","-0.32%"
"2020-5-14","3,925.22","3,952.20","3,952.20","3,924.05","88.53K","-1.08%"
"2020-5-13","3,968.25","3,946.64","3,972.53","3,932.57","88.19K","0.20%"
"2020-5-12","3,960.24","3,961.34","3,970.11","3,930.21","98.25K","0.00%"
"2020-5-11","3,960.18","3,974.76","3,998.10","3,944.50","122.67K","-0.09%"
"2020-5-8","3,963.62","3,943.00","3,979.66","3,935.98","116.94K","0.99%"
"2020-5-7","3,924.89","3,937.59","3,941.48","3,915.90","105.52K","-0.29%"
"2020-5-6","3,936.25","3,867.26","3,937.69","3,865.99","139.86K","0.61%"
"2020-4-30","3,912.58","3,880.41","3,921.70","3,880.41","132.92K","1.18%"
"2020-4-29","3,867.03","3,837.51","3,880.74","3,833.72","95.86K","0.46%"
"2020-4-28","3,849.15","3,835.35","3,859.68","3,768.20","122.09K","0.69%"
"2020-4-27","3,822.77","3,808.02","3,842.87","3,793.77","95.46K","0.68%"
"2020-4-24","3,796.97","3,826.31","3,827.21","3,787.07","94.84K","-0.86%"
"2020-4-23","3,829.75","3,851.91","3,857.47","3,826.56","95.51K","-0.25%"
"2020-4-22","3,839.38","3,789.13","3,839.38","3,782.21","85.90K","0.82%"
"2020-4-21","3,808.05","3,838.23","3,838.23","3,780.00","102.92K","-1.18%"
"2020-4-20","3,853.46","3,845.46","3,853.80","3,831.55","100.01K","0.36%"
"2020-4-17","3,839.49","3,831.92","3,863.45","3,821.42","132.00K","0.98%"
"2020-4-16","3,802.38","3,777.80","3,807.36","3,774.56","95.95K","0.13%"
"2020-4-15","3,797.36","3,820.85","3,829.80","3,793.44","108.46K","-0.74%"
"2020-4-14","3,825.70","3,777.83","3,825.76","3,764.98","110.64K","1.93%"
"2020-4-13","3,753.26","3,751.71","3,769.88","3,740.19","79.05K","-0.42%"
"2020-4-10","3,769.18","3,794.84","3,824.74","3,758.96","102.45K","-0.62%"
"2020-4-9","3,792.81","3,798.49","3,801.72","3,785.31","100.49K","0.33%"
"2020-4-8","3,780.34","3,776.42","3,793.00","3,767.29","111.39K","-0.47%"
"2020-4-7","3,798.02","3,779.91","3,803.63","3,772.21","142.78K","2.28%"
"2020-4-3","3,713.22","3,721.48","3,738.83","3,698.98","99.83K","-0.57%"
"2020-4-2","3,734.53","3,656.32","3,734.53","3,652.32","115.17K","1.62%"
"2020-4-1","3,675.08","3,682.30","3,731.78","3,670.97","119.35K","-0.30%"
"2020-3-31","3,686.16","3,708.14","3,716.07","3,676.20","111.45K","0.33%"
"2020-3-30","3,674.11","3,657.46","3,690.64","3,637.59","126.88K","-0.97%"
"2020-3-27","3,710.06","3,746.39","3,758.78","3,709.92","124.06K","0.32%"
"2020-3-26","3,698.05","3,692.61","3,736.25","3,681.27","112.31K","-0.66%"
"2020-3-25","3,722.52","3,711.48","3,732.65","3,685.99","153.50K","2.69%"
"2020-3-24","3,625.11","3,598.65","3,627.76","3,545.45","143.10K","2.69%"
"2020-3-23","3,530.31","3,542.68","3,585.80","3,523.79","137.11K","-3.36%"
"2020-3-20","3,653.22","3,629.51","3,663.95","3,588.78","139.60K","1.79%"
"2020-3-19","3,589.09","3,623.79","3,647.99","3,503.19","180.81K","-1.30%"
"2020-3-18","3,636.26","3,729.69","3,775.85","3,636.26","155.04K","-1.98%"
"2020-3-17","3,709.68","3,739.78","3,786.89","3,618.31","166.25K","-0.49%"
"2020-3-16","3,727.84","3,899.86","3,899.86","3,720.51","185.97K","-4.30%"
"2020-3-13","3,895.31","3,771.01","3,937.18","3,765.15","188.30K","-1.41%"
"2020-3-12","3,950.91","3,976.11","3,987.43","3,926.27","157.06K","-1.92%"
"2020-3-11","4,028.43","4,090.93","4,091.27","4,028.40","161.66K","-1.33%"
"2020-3-10","4,082.73","3,975.23","4,093.00","3,954.75","197.42K","2.14%"
"2020-3-9","3,997.13","4,063.08","4,063.08","3,995.13","208.10K","-3.42%"
"2020-3-6","4,138.51","4,158.20","4,181.31","4,135.39","172.48K","-1.62%"
"2020-3-5","4,206.73","4,150.21","4,215.85","4,127.04","231.82K","2.23%"
"2020-3-4","4,115.05","4,078.50","4,115.26","4,060.73","182.43K","0.58%"
"2020-3-3","4,091.36","4,125.14","4,147.65","4,067.91","219.37K","0.53%"
"2020-3-2","4,069.67","3,968.84","4,092.54","3,968.84","219.31K","3.29%"
"2020-2-28","3,940.05","3,988.73","4,031.15","3,928.07","230.28K","-3.55%"
"2020-2-27","4,084.88","4,084.08","4,110.53","4,067.44","181.29K","0.29%"
"2020-2-26","4,073.02","4,070.10","4,132.78","4,061.12","261.09K","-1.23%"
"2020-2-25","4,123.85","4,066.30","4,126.71","4,020.91","244.17K","-0.22%"
"2020-2-24","4,132.84","4,131.84","4,149.01","4,097.18","212.87K","-0.40%"
"2020-2-21","4,149.49","4,134.87","4,184.44","4,130.17","217.21K","0.12%"
"2020-2-20","4,144.66","4,062.90","4,148.53","4,055.81","212.23K","2.30%"
"2020-2-19","4,051.31","4,049.59","4,085.17","4,042.85","169.05K","-0.15%"
"2020-2-18","4,057.51","4,069.83","4,076.39","4,027.79","163.24K","-0.49%"
"2020-2-17","4,077.42","3,999.65","4,077.45","3,999.65","182.78K","2.25%"
"2020-2-14","3,987.73","3,954.23","4,001.56","3,954.02","143.24K","0.70%"
"2020-2-13","3,959.92","3,985.88","3,999.55","3,950.14","145.00K","-0.62%"
"2020-2-12","3,984.43","3,945.67","3,984.43","3,940.67","126.71K","0.81%"
"2020-2-11","3,952.46","3,926.42","3,970.52","3,915.71","143.44K","0.93%"
"2020-2-10","3,916.01","3,872.37","3,920.17","3,861.01","148.41K","0.41%"
"2020-2-7","3,899.87","3,879.55","3,899.88","3,849.71","151.73K","0.00%"
"2020-2-6","3,899.78","3,841.75","3,914.91","3,806.96","176.46K","1.86%"
"2020-2-5","3,828.53","3,801.10","3,866.01","3,781.61","174.93K","1.13%"
"2020-2-4","3,785.64","3,652.00","3,786.86","3,652.00","213.93K","2.64%"
"2020-2-3","3,688.36","3,639.91","3,732.16","3,639.91","157.56K","-7.88%"
"2020-1-23","4,003.90","4,093.32","4,103.52","3,972.39","160.36K","-3.10%"
"2020-1-22","4,131.93","4,093.80","4,141.18","4,046.49","126.76K","0.43%"
"2020-1-21","4,114.31","4,165.02","4,165.02","4,113.33","130.53K","-1.71%"
"2020-1-20","4,185.83","4,170.74","4,185.96","4,149.49","122.41K","0.75%"
"2020-1-17","4,154.85","4,162.19","4,177.03","4,141.64","98.73K","0.14%"
"2020-1-16","4,149.04","4,174.82","4,175.29","4,142.18","100.27K","-0.42%"
"2020-1-15","4,166.73","4,186.88","4,193.87","4,150.88","104.63K","-0.55%"
"2020-1-14","4,189.89","4,215.16","4,223.51","4,188.08","129.32K","-0.34%"
"2020-1-13","4,203.99","4,166.93","4,203.99","4,148.60","119.69K","0.98%"
"2020-1-10","4,163.18","4,177.58","4,180.98","4,148.48","113.03K","-0.03%"
"2020-1-9","4,164.37","4,145.53","4,165.66","4,143.59","136.89K","1.27%"
"2020-1-8","4,112.32","4,139.63","4,149.81","4,101.98","167.59K","-1.15%"
"2020-1-7","4,160.23","4,137.40","4,161.25","4,135.10","139.49K","0.75%"
"2020-1-6","4,129.30","4,120.52","4,170.64","4,102.38","175.31K","-0.38%"
"2020-1-3","4,144.96","4,161.22","4,164.30","4,131.86","142.83K","-0.18%"
"2020-1-2","4,152.24","4,121.35","4,172.66","4,121.35","182.12K","1.36%"
